Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Camerupt,70,323,fire,ground,134.9,101.2,122,1665522,25.5,1499,Incinerate,Earth Power,Overheat,3,3,3,50000
Chimecho,70,358,psychic,none,120.2,120.2,129,1864669,25,1500,Astonish,Psyshock,Shadow Ball,5,6,5,75000
Infernape,70,392,fire,fighting,136.7,100.4,118,1619407,20.5,1491,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Ninjask,70,291,bug,flying,144.2,89.1,120,1541269,28,1496,Fury Cutter,Aerial Ace,Bug Buzz,10,15,5,75000
Scraggy,70,559,dark,fighting,120.4,122.1,126,1851509,48,1494,Feint Attack,Foul Play,Brick Break,8,7,3,50000
Crobat,69.9,169,poison,flying,121.8,115.7,130,1832248,21,1496,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Mankey,69.9,56,fighting,none,137,81.5,113,1261556,50,1317,Karate Chop,Cross Chop,Brick Break,4,5,3,50000
Nidoking (Shadow),69.9,34,poison,ground,130.1,104.1,127,1719018,21.5,1498,Double Kick,Sand Tomb,Earth Power,4,5,3,50000
Swanna,69.9,581,water,flying,129.3,99.7,134,1727466,26.5,1498,Air Slash,Fly,Ice Beam,5,7,3,50000
Torterra,69.9,389,grass,ground,120.5,117.6,131,1857185,19,1496,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Ambipom (Shadow),69.8,424,normal,none,133.9,99.9,124,1659351,23,1496,Astonish,Aerial Ace,Low Sweep,4,4,3,50000
Articuno (Galarian),69.8,144,psychic,flying,134.1,108.3,115,1671021,15.5,1498,Psycho Cut,Ancient Power,Brave Bird,5,7,20,100000
Tangela (Shadow),69.8,114,grass,none,125,121.7,117,1778920,24.5,1491,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Diancie,69.7,719,rock,fairy,119.2,175.2,89,1857962,19.5,1488,Rock Throw,Power Gem,Rock Slide,10,9,20,100000
Heliolisk,69.7,695,electric,normal,137.1,112,105,1612926,21,1493,Volt Switch,Breaking Swipe,Parabolic Charge,3,4,3,50000
Chandelure,69.6,609,ghost,fire,151.4,106.9,91,1472749,16.5,1498,Incinerate,Flame Charge,Shadow Ball,3,3,5,75000
Sandygast,69.6,769,ghost,ground,113.4,111.8,135,1711543,50,1394,Astonish,Scorching Sands,Shadow Ball,5,6,3,50000
Zapdos (Galarian),69.6,145,fighting,flying,135.2,106.2,115,1651425,15.5,1495,Counter,Ancient Power,Brave Bird,8,10,20,100000
Shaymin (Land),69.5,492,grass,none,117.9,122.3,131,1888054,17,1492,Magical Leaf,Grass Knot,Seed Flare,5,8,20,100000
Stufful,69.5,759,normal,fighting,125.2,90.8,157,1783933,50,1495,Tackle,Superpower,Stomp,14,14,1,10000
Thwackey,69.5,811,grass,none,124.7,108.5,133,1798445,31,1500,Razor Leaf,Grass Knot,Energy Ball,13,14,3,10000
Vileplume,69.5,45,grass,poison,129.1,110.9,121,1732053,22,1498,Razor Leaf,Sludge Bomb,Petal Blizzard,13,17,3,50000
Wobbuffet (Shadow),69.5,202,psychic,none,63,101.7,333,2133829,50,1160,Counter,Mirror Coat,Frustration,10,12,3,50000
Drakloak,69.4,886,dragon,ghost,131,92.6,141,1710626,39,1498,Astonish,Shadow Ball,Outrage,6,6,5,75000
Luxray (Shadow),69.4,405,electric,none,138,99,118,1611912,19,1496,Snarl,Wild Charge,Psychic Fangs,4,3,5,75000
Ursaluna,69.4,901,ground,normal,126.2,97.2,145,1777377,14.5,1499,Tackle,Swift,High Horsepower,12,20,3,50000
Darumaka (Shadow),69.3,554,fire,none,132,83.5,154,1697707,49,1499,Fire Fang,Fire Punch,Flame Charge,8,10,3,50000
Garchomp,69.3,445,dragon,ground,132.5,102.5,124,1683122,14,1495,Dragon Tail,Sand Tomb,Outrage,5,7,5,75000
Honchkrow,69.3,430,dark,flying,150.6,68.3,145,1492462,20.5,1500,Snarl,Brave Bird,Dark Pulse,5,4,3,50000
Latias (Shadow),69.3,380,dragon,psychic,124.5,137.9,105,1802286,16,1499,Dragon Breath,Mist Ball,Thunder,20,20,20,100000
Raticate,69.3,20,normal,none,125.9,115.3,122,1771626,34.5,1494,Quick Attack,Hyper Fang,Dig,7,7,1,10000
Vibrava,69.3,329,ground,dragon,125.2,95.8,127,1523223,50,1384,Dragon Breath,Sand Tomb,Bug Buzz,14,20,5,75000
Graveler,69.1,75,rock,ground,122.9,127.3,117,1831093,30,1500,Mud Slap,Stone Edge,Dig,6,5,1,10000
Graveler (Shadow),69.1,75,rock,ground,123.4,124.9,118,1819319,30.5,1500,Mud Slap,Stone Edge,Dig,6,5,1,10000
Camerupt (Shadow),69,323,fire,ground,134.9,101.2,122,1665522,25.5,1499,Incinerate,Earth Power,Overheat,3,3,3,50000
Heracross,69,214,bug,fighting,134.7,107.9,114,1655921,17.5,1497,Counter,Megahorn,Rock Blast,10,7,3,50000
Luxio,68.9,404,electric,none,134.1,91.1,137,1672950,47.5,1500,Spark,Wild Charge,Crunch,7,7,5,75000
Manectric,68.9,310,electric,none,142.5,91.3,120,1561030,23.5,1494,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Swellow,68.9,277,normal,flying,136.7,98.6,121,1630044,29,1496,Wing Attack,Brave Bird,Aerial Ace,8,6,1,10000
Houndoom (Shadow),68.8,229,dark,fire,140.8,94.9,119,1589764,21,1498,Snarl,Crunch,Flamethrower,4,5,3,50000
Raboot,68.8,814,fire,none,130,102.1,130,1726633,30.5,1498,Fire Spin,Flame Charge,Flamethrower,5,6,3,10000
Wyrdeer,68.8,899,normal,psychic,127,96.8,143,1757652,20.5,1495,Confusion,Stomp,Wild Charge,4,4,5,75000
Porygon2,68.7,233,normal,none,123.7,115.7,127,1816950,21,1500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Porygon2 (Shadow),68.7,233,normal,none,123.7,115.7,127,1816950,21,1500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Sudowoodo,68.7,185,rock,none,117.2,130.1,125,1905357,26,1496,Counter,Meteor Beam,Trailblaze,10,8,5,75000
Aerodactyl (Shadow),68.6,142,rock,flying,135,103.9,118,1656037,20,1500,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Stakataka,68.6,805,rock,steel,119.4,169.8,92,1865399,16.5,1498,Rock Throw,Stone Edge,Bulldoze,11,12,20,100000
Zygarde (10% Forme),68.6,718,dragon,ground,135.2,120.4,101,1644400,23,1497,Dragon Tail,Crunch,Earthquake,5,8,20,100000
Rillaboom,68.5,812,grass,none,133.5,97.7,129,1681954,16.5,1499,Razor Leaf,Grass Knot,Earth Power,13,14,3,10000
Gholdengo,68.4,1000,steel,ghost,135.7,106.2,114,1643435,15.5,1494,Astonish,Shadow Ball,Focus Blast,6,8,5,10000
Blissey,68.3,242,normal,none,81.4,110.2,307,2754156,21,1498,Zen Headbutt,Wild Charge,Psychic,8,10,5,75000
Teddiursa,68.3,216,normal,none,130.2,90.8,142,1678466,50,1482,Lick,Swift,Cross Chop,12,12,3,50000
Tyrantrum,68.3,697,rock,dragon,130.2,113.4,116,1713446,17.5,1495,Dragon Tail,Meteor Beam,Crunch,7,5,5,75000
Lombre,68.2,271,water,grass,106.7,112.6,142,1706340,50,1353,Bubble,Scald,Grass Knot,5,5,3,50000
Arcanine,68.1,59,fire,none,132.7,104,122,1683972,18.5,1497,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Klang,68.1,600,steel,none,114.1,137,125,1954283,31.5,1494,Thunder Shock,Thunderbolt,Vise Grip,7,5,5,75000
Tirtouga (Shadow),68.1,564,water,rock,113.9,132,130,1955087,47,1494,Water Gun,Surf,Ancient Power,15,15,5,75000
Wartortle (Shadow),68.1,8,water,none,107.9,137.8,139,2067932,48,1496,Water Gun,Ice Beam,Hydro Pump,19,25,3,10000
Groudon (Shadow),68,383,ground,none,135.5,116.8,105,1661817,13.5,1500,Mud Shot,Precipice Blades,Fire Punch,8,5,20,100000
Lugia,68,249,psychic,flying,102.4,165,129,2181164,15,1496,Dragon Tail,Sky Attack,Aeroblast,7,9,20,100000
Manectric (Shadow),68,310,electric,none,142.5,91.3,120,1561030,23.5,1494,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Nidoking,68,34,poison,ground,130.1,104.1,127,1719018,21.5,1498,Double Kick,Sand Tomb,Earth Power,4,5,3,50000
Boldore,67.9,525,rock,none,126.5,108.2,130,1779034,28,1500,Mud Slap,Rock Slide,Bulldoze,5,6,3,50000
Oddish (Shadow),67.9,43,grass,poison,122.7,106.7,120,1571110,50,1389,Razor Leaf,Seed Bomb,Sludge Bomb,12,13,3,50000
Quaquaval,67.9,914,water,fighting,137.9,97.1,121,1620197,18.5,1496,Wing Attack,Close Combat,Aerial Ace,7,6,3,10000
Raticate (Shadow),67.9,20,normal,none,125.9,115.3,122,1771626,34.5,1494,Quick Attack,Hyper Fang,Dig,7,7,1,10000
Aggron (Shadow),67.8,306,steel,rock,116.1,154,107,1912293,18.5,1492,Smack Down,Meteor Beam,Thunder,8,8,1,10000
Armaldo,67.8,348,rock,bug,133.3,110.9,113,1670643,19.5,1497,Fury Cutter,Rock Blast,Liquidation,10,12,3,50000
Celebi,67.8,251,psychic,grass,120.5,119.4,129,1855163,16.5,1498,Magical Leaf,Seed Bomb,Leaf Storm,5,6,20,100000
Electabuzz,67.8,125,electric,none,130.9,112.6,115,1694299,24,1490,Thunder Shock,Thunder Punch,Return,5,8,5,75000
Infernape (Shadow),67.8,392,fire,fighting,136.7,100.4,118,1619407,20.5,1491,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Klinklang,67.8,601,steel,none,124.9,140.2,102,1785632,21,1494,Thunder Shock,Mirror Shot,Zap Cannon,4,9,5,75000
Slowpoke,67.8,79,water,psychic,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Water Pulse,4,5,3,50000
Karrablast,67.7,588,bug,none,127.7,85.7,127,1390325,50,1336,Fury Cutter,X-Scissor,Drill Run,10,12,3,50000
Pidgeotto,67.6,17,normal,flying,110.9,100.8,147,1644149,50,1350,Wing Attack,Aerial Ace,Return,6,10,1,10000
Skrelp,67.6,690,poison,water,104.2,104.2,127,1378846,50,1202,Water Gun,Aqua Tail,Sludge Bomb,12,17,3,50000
Smoochum,67.6,238,ice,psychic,141.2,89.1,120,1508916,50,1460,Powder Snow,Ice Punch,Psyshock,5,6,5,10000
Braviary,67.5,628,normal,flying,134.3,94.1,132,1668093,18,1497,Air Slash,Fly,Close Combat,5,5,5,75000
Dustox,67.5,269,bug,poison,95,148.7,142,2005436,50,1384,Confusion,Sludge Bomb,Silver Wind,5,4,1,10000
Tranquill (Shadow),67.5,520,normal,flying,124,101.4,143,1797495,49.5,1494,Air Slash,Aerial Ace,Sky Attack,5,7,1,10000
Archen (Shadow),67.4,566,rock,flying,160.1,76,115,1399059,31,1497,Quick Attack,Ancient Power,Dragon Claw,6,5,5,75000
Sawk,67.4,539,fighting,none,141,99.8,113,1589415,20,1500,Poison Jab,Body Slam,Brick Break,5,6,5,75000
Tyranitar,67.4,248,rock,dark,130.2,109.4,121,1723417,14.5,1498,Smack Down,Brutal Swing,Stone Edge,5,7,5,75000
Darumaka,67.3,554,fire,none,132,83.5,154,1697707,49,1499,Fire Fang,Fire Punch,Flame Charge,8,10,3,50000
Archeops (Shadow),67.2,567,rock,flying,160.6,81.4,106,1385816,16.5,1494,Wing Attack,Ancient Power,Dragon Claw,7,5,5,75000
Clamperl,67.2,366,water,none,124.4,126,105,1645929,50,1436,Water Gun,Body Slam,Water Pulse,12,19,3,50000
Espeon,67.2,196,psychic,none,147.6,104.1,98,1505910,17,1491,Confusion,Psychic Fangs,Shadow Ball,3,5,5,75000
Floette,67.2,670,fairy,none,114.3,133.7,128,1955261,44,1499,Vine Whip,Dazzling Gleam,Petal Blizzard,9,9,3,50000
Kingler,67.1,99,water,none,143.9,115,93,1539736,19.5,1495,Bubble,Crabhammer,X-Scissor,5,4,3,50000
Geodude (Alolan) (Shadow),67,74,rock,electric,123.5,123.5,113,1724177,50,1462,Volt Switch,Rock Slide,Thunderbolt,3,4,1,10000
Honchkrow (Shadow),67,430,dark,flying,150.6,68.3,145,1492462,20.5,1500,Snarl,Brave Bird,Dark Pulse,5,4,3,50000
Meowstic (Male),67,678,psychic,none,117.6,124.5,130,1902817,26.5,1499,Sucker Punch,Thunderbolt,Psychic,8,8,3,50000
Sunflora,67,192,grass,none,128.7,102.2,131,1723173,26,1492,Bullet Seed,Leaf Storm,Sludge Bomb,5,4,3,50000
Aron (Shadow),66.9,304,steel,rock,114.3,131.1,127,1902550,50,1478,Metal Claw,Body Slam,Iron Head,5,8,1,10000
Banette,66.8,354,ghost,none,146.8,89.3,117,1533076,24.5,1500,Shadow Claw,Shadow Ball,Thunder,7,8,3,50000
Rotom (Heat),66.8,479,electric,fire,129.2,143.2,93,1720709,21,1491,Thunder Shock,Overheat,Thunderbolt,7,7,5,75000
Simisear,66.8,514,fire,none,136.6,94.5,126,1627774,23.5,1496,Fire Spin,Crunch,Flamethrower,5,6,3,50000
Latias,66.7,380,dragon,psychic,124.5,137.9,105,1802286,16,1499,Dragon Breath,Mist Ball,Thunder,20,20,20,100000
Sliggoo,66.7,705,dragon,none,115.2,132.6,127,1940188,27,1499,Water Gun,Muddy Water,Dragon Pulse,12,20,5,75000
Venomoth,66.7,49,bug,poison,128.2,104.4,131,1752985,27.5,1499,Infestation,Poison Fang,Bug Buzz,4,5,3,50000
Houndoom,66.6,229,dark,fire,140.8,94.9,119,1589764,21,1498,Snarl,Crunch,Flamethrower,4,5,3,50000
Ambipom,66.5,424,normal,none,133.9,99.9,124,1659351,23,1496,Astonish,Aerial Ace,Return,4,7,3,50000
Pawmo,66.5,922,electric,fighting,136.1,81.5,142,1575592,50,1468,Spark,Wild Charge,Thunder Punch,7,6,3,75000
Simipour,66.5,516,water,none,136.6,94.5,126,1627774,23.5,1496,Water Gun,Surf,Crunch,15,15,3,50000
Charmeleon (Shadow),66.4,5,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Fire Punch,Flamethrower,7,10,3,10000
Cinderace,66.4,815,fire,none,139,102.3,113,1606935,18.5,1499,Fire Spin,Flamethrower,Flame Charge,6,5,3,10000
Gabite,66.4,444,dragon,ground,128.8,101,133,1729456,30,1497,Mud Shot,Dig,Flamethrower,7,7,5,75000
Growlithe (Shadow),66.4,58,fire,none,126.9,90.8,135,1554545,50,1405,Ember,Body Slam,Flamethrower,6,10,3,50000
Slowpoke (Galarian),66.4,79,psychic,none,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Surf,4,4,3,50000
Yanma,66.4,193,bug,flying,131.6,87.4,148,1702917,48.5,1498,Quick Attack,Aerial Ace,Silver Wind,5,6,3,50000
Fuecoco,66.3,909,fire,none,106.7,93.3,152,1513000,50,1274,Incinerate,Crunch,Disarming Voice,3,3,3,10000
Lycanroc (Midday),66.3,745,rock,none,144.6,92,117,1556153,20,1500,Sucker Punch,Stone Edge,Drill Run,8,7,5,50000
Eelektrik,66.2,603,electric,none,123.2,110.9,133,1818238,36.5,1498,Spark,Crunch,Discharge,7,7,1,10000
Luxio (Shadow),66.2,404,electric,none,134.1,89.1,139,1661818,45.5,1493,Spark,Wild Charge,Crunch,7,7,5,75000
Stantler,66.2,234,normal,none,132.8,98.1,129,1680704,26,1496,Tackle,Wild Charge,Stomp,15,14,3,50000
Venomoth (Shadow),66.2,49,bug,poison,128.2,104.4,131,1752985,27.5,1499,Infestation,Poison Fang,Bug Buzz,4,5,3,50000
Zoroark,66.2,571,dark,none,157.9,86.9,103,1414071,21,1497,Shadow Claw,Foul Play,Sludge Bomb,6,7,5,75000
Glaceon,66.1,471,ice,none,137.2,124.1,96,1634258,18,1499,Ice Shard,Avalanche,Icy Wind,5,5,5,75000
Omanyte (Shadow),66.1,138,rock,water,129.2,131.7,102,1735737,44.5,1500,Mud Shot,Rock Blast,Ancient Power,5,6,5,75000
Pawmot,66.1,923,electric,fighting,144.5,94.3,113,1538995,21,1492,Spark,Close Combat,Wild Charge,7,7,3,75000
Snover,66.1,459,grass,ice,109.2,100.8,142,1564162,50,1311,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Arboliva,66,930,grass,normal,129.9,115.5,115,1724594,18.5,1499,Magical Leaf,Earth Power,Seed Bomb,6,5,3,50000
Geodude (Shadow),66,74,rock,ground,123.5,123.5,113,1724177,50,1462,Rock Throw,Rock Slide,Dig,9,10,1,10000
Aggron,65.9,306,steel,rock,116.1,154,107,1912293,18.5,1492,Smack Down,Meteor Beam,Thunder,8,8,1,10000
Kabutops,65.9,141,rock,water,135.5,121,100,1638836,20.5,1493,Fury Cutter,Stone Edge,Ancient Power,14,12,5,75000
Ponyta,65.9,77,fire,none,134.8,109.4,113,1666179,36.5,1500,Ember,Flame Charge,Stomp,9,7,3,50000
Slowpoke (Shadow),65.9,79,water,psychic,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Water Pulse,4,5,3,50000
Geodude (Alolan),65.8,74,rock,electric,123.5,123.5,113,1724177,50,1462,Volt Switch,Rock Slide,Thunderbolt,3,4,1,10000
Lycanroc (Dusk),65.8,745,rock,none,145.2,92.5,115,1544749,20.5,1500,Sucker Punch,Stone Edge,Trailblaze,8,7,5,50000
Seel,65.8,86,water,none,84,114.3,149,1430849,50,1098,Water Gun,Aqua Tail,Icy Wind,12,15,3,50000
Zebstrika,65.8,523,electric,none,137.7,95.5,123,1617244,23,1496,Spark,Wild Charge,Flame Charge,7,8,3,50000
Gothitelle,65.7,576,psychic,none,116.6,137.3,120,1920338,23.5,1498,Confusion,Rock Slide,Future Sight,4,6,3,50000
Kyogre (Shadow),65.7,382,water,none,135.5,116.8,105,1661817,13.5,1500,Waterfall,Surf,Origin Pulse,6,8,20,100000
Sharpedo,65.7,319,water,dark,166.6,64.8,124,1338010,25.5,1493,Waterfall,Crunch,Poison Fang,6,5,3,50000
Sneasel,65.7,215,dark,ice,135.5,110.7,110,1649923,26.5,1499,Ice Shard,Avalanche,Foul Play,5,5,3,50000
Lampent (Shadow),65.6,608,ghost,fire,133.3,97.1,130,1681422,36.5,1497,Astonish,Energy Ball,Flame Burst,6,6,5,75000
Mightyena,65.5,262,dark,none,125.9,104.3,134,1759749,29,1491,Ice Fang,Crunch,Poison Fang,9,8,1,10000
Skorupi (Shadow),65.5,451,poison,bug,90.8,139.5,113,1430471,50,1141,Poison Sting,Aqua Tail,Cross Poison,4,4,5,75000
Tranquill,65.5,520,normal,flying,124,101.4,143,1797495,49.5,1494,Air Slash,Aerial Ace,Return,5,8,1,10000
Jolteon,65.4,135,electric,none,138.6,113,103,1612419,19,1495,Volt Switch,Discharge,Last Resort,3,4,5,75000
Oddish,65.4,43,grass,poison,122.7,106.7,120,1571110,50,1389,Razor Leaf,Seed Bomb,Sludge Bomb,12,13,3,50000
Wugtrio,65.4,961,water,none,151.8,107.2,90,1464371,29,1496,Mud Slap,Liquidation,Surf,5,5,3,50000
Aerodactyl,65.3,142,rock,flying,135,103.9,118,1656037,20,1500,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Mesprit,65.3,481,psychic,none,124.1,125.8,116,1811528,18,1500,Confusion,Swift,Future Sight,3,6,20,100000
Onix,65.3,95,rock,ground,84,207.6,105,1831281,50,1245,Rock Throw,Breaking Swipe,Stone Edge,7,11,5,75000
Illumise,65.2,314,bug,none,111.1,136.8,132,2005636,34,1494,Tackle,Silver Wind,Bug Buzz,15,20,3,50000
Stunky (Shadow),65.2,434,poison,dark,114.3,88.2,147,1482226,50,1301,Bite,Crunch,Trailblaze,23,23,3,50000
Vivillon,65.2,666,bug,flying,133,84.5,150,1685529,30.5,1500,Gust,Aerial Ace,Bug Buzz,4,5,1,10000
Popplio,65.1,728,water,none,113.4,99.2,127,1428526,50,1276,Water Gun,Aqua Tail,Water Pulse,12,19,3,10000
Carracosta,65,565,water,rock,121.8,127.9,118,1839109,21,1497,Water Gun,Ancient Power,Liquidation,15,15,5,75000
Carracosta (Shadow),65,565,water,rock,121.8,127.9,118,1839109,21,1497,Water Gun,Ancient Power,Liquidation,15,15,5,75000
Growlithe,65,58,fire,none,126.9,90.8,135,1554545,50,1405,Ember,Body Slam,Flamethrower,6,10,3,50000
Omastar (Shadow),65,139,rock,water,126.1,128.4,109,1764728,20,1493,Mud Shot,Rock Slide,Hydro Pump,6,10,5,75000
Plusle,64.9,311,electric,none,129.2,107.3,125,1733312,34,1499,Quick Attack,Thunderbolt,Grass Knot,7,7,3,50000
Dwebble,64.8,557,bug,rock,111.8,120.2,127,1705533,50,1384,Smack Down,X-Scissor,Rock Blast,5,5,1,10000
Mightyena (Shadow),64.8,262,dark,none,125.9,104.3,134,1759749,29,1491,Ice Fang,Crunch,Poison Fang,9,8,1,10000
Floragato,64.7,907,grass,none,124.9,111,129,1788742,37.5,1498,Leafage,Grass Knot,Play Rough,8,9,3,10000
Whirlipede,64.7,544,bug,poison,96.6,158,113,1725055,50,1293,Poison Sting,Sludge Bomb,Signal Beam,6,7,1,10000
Ribombee,64.6,743,bug,fairy,136.9,106.6,112,1634709,25.5,1500,Fairy Wind,Bug Buzz,Dazzling Gleam,7,8,1,10000
Stantler (Shadow),64.6,234,normal,none,133.5,99.5,126,1672954,26,1494,Tackle,Wild Charge,Stomp,15,14,3,50000
Archeops,64.5,567,rock,flying,160.6,81.4,106,1385816,16.5,1494,Wing Attack,Ancient Power,Dragon Claw,7,5,5,75000
Combusken,64.5,256,fire,fighting,131,99.6,131,1710523,39,1497,Ember,Flame Charge,Rock Slide,9,8,3,10000
Onix (Shadow),64.4,95,rock,ground,84,207.6,105,1831281,50,1245,Rock Throw,Breaking Swipe,Stone Edge,7,11,5,75000
Persian (Shadow),64.4,53,normal,none,118.9,115.9,136,1874511,36,1496,Feint Attack,Night Slash,Power Gem,6,9,3,50000
Sneasel (Shadow),64.4,215,dark,ice,135.5,110.7,110,1649923,26.5,1499,Ice Shard,Avalanche,Foul Play,5,5,3,50000
Brionne,64.3,729,water,none,124.8,115.4,123,1770908,29.5,1488,Charm,Disarming Voice,Water Pulse,8,10,3,10000
Chespin,64.3,650,grass,none,105,101.7,136,1452456,50,1239,Vine Whip,Body Slam,Seed Bomb,5,6,3,10000
Darumaka (Galarian),64.3,554,ice,none,132,83.5,154,1697707,49,1499,Ice Fang,Ice Punch,Ice Beam,8,11,3,50000
Dwebble (Shadow),64.3,557,bug,rock,111.8,120.2,127,1705533,50,1384,Smack Down,X-Scissor,Rock Blast,5,5,1,10000
Murkrow,64.3,198,dark,flying,143.5,80.9,134,1554945,40.5,1498,Feint Attack,Drill Peck,Foul Play,7,8,3,50000
Murkrow (Shadow),64.2,198,dark,flying,143.5,80.9,134,1554945,40.5,1498,Feint Attack,Drill Peck,Foul Play,7,8,3,50000
Chinchou,64.1,170,water,electric,101.7,94.1,164,1569336,50,1265,Bubble,Thunderbolt,Water Pulse,5,5,3,50000
Gothorita,64.1,575,psychic,none,112.5,130.8,135,1986960,41.5,1498,Confusion,Future Sight,Psychic,6,5,3,50000
Lugia (Shadow),64.1,249,psychic,flying,102.4,165,129,2181164,15,1496,Dragon Tail,Aeroblast,Sky Attack,9,7,20,100000
Sudowoodo (Shadow),64.1,185,rock,none,117.2,130.1,125,1905357,26,1496,Counter,Meteor Beam,Trailblaze,10,8,5,75000
Persian,64,53,normal,none,118.9,115.9,136,1874511,36,1496,Feint Attack,Night Slash,Power Gem,6,9,3,50000
Quilava,64,156,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Flame Charge,Dig,9,9,3,10000
Quilava (Shadow),64,156,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Flame Charge,Dig,9,9,3,10000
Stonjourner,64,874,rock,none,125.6,108,131,1775982,17,1493,Rock Throw,Stone Edge,Rock Slide,11,9,5,75000
Wormadam (Plant),64,413,bug,grass,109.9,146.8,126,2032523,33.5,1497,Bug Bite,Energy Ball,Bug Buzz,19,20,1,10000
Wormadam (Sandy),64,413,bug,ground,109.9,146.8,126,2032523,33.5,1497,Bug Bite,Bug Buzz,Bulldoze,20,20,1,10000
Omastar,63.9,139,rock,water,126.1,128.4,109,1764728,20,1493,Mud Shot,Rock Slide,Hydro Pump,6,10,5,75000
Persian (Alolan),63.9,53,dark,none,123,113.2,131,1823635,33,1498,Feint Attack,Foul Play,Play Rough,8,10,3,50000
Charmeleon,63.8,5,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Fire Punch,Return,7,12,3,10000
Gabite (Shadow),63.8,444,dragon,ground,128.8,101,133,1729456,30,1497,Mud Shot,Dig,Flamethrower,7,7,5,75000
Combusken (Shadow),63.7,256,fire,fighting,131,99.6,131,1710523,39,1497,Ember,Flame Charge,Rock Slide,9,8,3,10000
Eevee,63.7,133,normal,none,100,108.4,135,1463320,50,1210,Quick Attack,Swift,Dig,5,7,5,75000
Metagross,63.7,376,steel,psychic,132.8,123.6,102,1674069,14.5,1496,Bullet Punch,Meteor Mash,Psychic,8,8,5,75000
Stunky,63.7,434,poison,dark,114.3,88.2,147,1482226,50,1301,Bite,Crunch,Trailblaze,23,23,3,50000
Bonsly,63.6,438,rock,none,116.8,124.4,127,1844799,50,1472,Counter,Rock Slide,Earthquake,8,11,5,10000
Cinccino,63.6,573,normal,none,135.5,95.9,127,1650504,24.5,1499,Charm,Aqua Tail,Thunderbolt,6,10,3,50000
Corphish (Shadow),63.6,341,water,none,131.1,95.8,117,1469211,50,1391,Bubble,Scald,Razor Shell,5,4,3,50000
Braixen,63.5,654,fire,none,130.4,106.7,123,1710666,31.5,1497,Ember,Flame Charge,Psyshock,9,8,3,10000
Exeggutor,63.5,103,grass,psychic,136.7,93.7,128,1639303,18.5,1497,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Maractus,63.5,556,grass,none,136.8,93.6,128,1638424,24,1498,Bullet Seed,Aerial Ace,Petal Blizzard,4,5,1,10000
Trapinch,63.5,328,ground,none,148.7,78.1,120,1394782,50,1441,Sand Attack,Scorching Sands,Crunch,13,12,5,75000
Weezing,63.5,110,poison,none,117,138.9,117,1901382,24.5,1491,Infestation,Sludge Bomb,Shadow Ball,5,5,3,50000
Drizzile,63.4,817,water,none,137.9,91.4,128,1613242,29.5,1493,Water Gun,Surf,Water Pulse,15,19,3,10000
Phanpy (Shadow),63.4,231,ground,none,102.5,95,186,1810589,50,1364,Tackle,Trailblaze,Body Slam,15,12,3,50000
Arcanine (Hisuian),63.3,59,fire,rock,132.4,100,127,1682540,17.5,1498,Snarl,Wild Charge,Rock Slide,4,4,3,50000
Pignite,63.3,499,fire,fighting,128.4,84.2,161,1740293,29.5,1495,Ember,Flame Charge,Rock Tomb,9,10,3,10000
Toucannon,63.3,733,normal,flying,137.3,96.8,122,1620926,20.5,1492,Bullet Seed,Drill Peck,Rock Blast,4,4,1,10000
Aron,63.2,304,steel,rock,114.3,131.1,127,1902550,50,1478,Metal Claw,Body Slam,Iron Head,5,8,1,10000
Espurr,63.2,677,psychic,none,113.4,108.4,145,1783036,50,1424,Confusion,Psyshock,Energy Ball,4,5,3,50000
Exeggcute (Shadow),63.2,102,grass,psychic,102.5,117.6,142,1712557,50,1328,Bullet Seed,Seed Bomb,Ancient Power,4,4,3,50000
Exeggutor (Shadow),63.2,103,grass,psychic,136.7,93.7,128,1639303,18.5,1497,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Gothitelle (Shadow),63.2,576,psychic,none,116.6,137.3,120,1920338,23.5,1498,Confusion,Rock Slide,Future Sight,4,6,3,50000
